,SMILES,TUBB,SCScore,QED
175,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)CC(=O)C(C)=C1C3(C)C)O)[C@]4(OC(C)=O)CO[C@@H]4C[C@@H]2O,1608.4146133346405,3.119,0.46
176,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)CC(C(C)=C1C3(C)C)O)O)[C@]4(OC(C)=O)CO[C@@H]4C[C@@H]2O,860.3274354663984,3.269,0.306
177,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)COC(=O)C(C)=C1C3(C)C)O)[C@]4(OC(C)=O)CO[C@@H]4C[C@@H]2O,744.7642371655244,3.521,0.336
178,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,995.3554768302959,3.161,0.146
179,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,1010.0814240715713,3.415,0.145
180,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)C6(CO[C@@H]6C[C@@H]2O)O,878.9766859360234,3.998,0.158
181,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,878.9766859360234,3.85,0.111
182,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,878.9766859360234,4.452,0.117
183,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,878.9766859360234,4.117,0.132
184,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)CC(N)(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,1652.5910547273857,3.218,0.124
185,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)=O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,2554.392307451827,3.432,0.11
186,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)C5(CO[C@@H]5C[C@@H]2O)O,2787.3614588520154,3.204,0.192
187,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)C(O[C@@H]5C[C@@H]2O)O,1609.145891893662,3.15,0.131
188,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5CC2=O,1609.145891893662,3.675,0.146
189,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,1609.145891893662,3.306,0.162
190,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)O)C5(CO[C@@H]5C[C@@H]2O)O,6284.589293988636,3.545,0.192
191,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)C(O[C@@H]5C[C@@H]2O)O,6284.589293988636,3.373,0.131
192,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5CC2=O,6284.589293988636,3.887,0.145
193,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,6284.589293988636,3.624,0.161
194,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)C6(C(O[C@@H]6C[C@@H]2O)O)O,5308.394471155194,4.219,0.154
195,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)C6(CO[C@@H]6CC2=O)O,5308.394471155194,4.238,0.158
196,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)C6(CO[C@@H]6C[C@@H]2O)O,5308.394471155194,4.019,0.178
197,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)C(O[C@@H]6CC2=O)O,5308.394471155194,4.113,0.111
198,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)=O,5308.394471155194,4.263,0.145
199,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,5308.394471155194,3.715,0.126
200,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,5308.394471155194,4.375,0.132
201,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,5308.394471155194,4.001,0.148
202,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)C1C3(C)C)O)C6(CO[C@@H]6C[C@@H]2O)O,5308.394471155194,4.177,0.225
203,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,5308.394471155194,4.322,0.173
204,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,5308.394471155194,4.344,0.193
205,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@](O)(CO)C(C1=C(C([O-])=O)C)(C)C)[C@]4(OC(C)=O)CO[C@@H]4C[C@@H]2O,245.48456183928747,3.404,0.212
206,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C(OC(=O)C(C)=C1C4(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,780.682015179561,3.617,0.318
207,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(=O)C(C)=C1C4(C)C)C5(CO[C@@H]5C[C@@H]2O)O,2270.751975166127,3.075,0.476
208,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(=O)C(C)=C1C4(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,2417.3678558323136,2.999,0.392
209,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(=O)C(C)C1C4(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,1493.7610133041085,3.239,0.391
210,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)C5(C(O[C@@H]5C[C@@H]2O)O)O,208.26298975752385,3.076,0.255
211,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)C5(CO[C@@H]5C[C@@H]2O)O,1187.3878217222248,3.238,0.32
212,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)[C@]5(OC(C)=O)C(O[C@@H]5C[C@@H]2O)=O,547.9884924973306,3.405,0.255
213,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)[C@]5(OC(C)=O)C(O[C@@H]5C[C@@H]2O)O,547.9884924973306,2.974,0.218
214,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5CC2=O,547.9884924973306,3.792,0.23
215,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,547.9884924973306,3.167,0.267
216,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)C1C4(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,691.9223722014889,3.194,0.345
217,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)COC(=O)C(C)=C1C4(C)C)C5(CO[C@@H]5C[C@@H]2O)O,891.0274639160377,3.326,0.356
218,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)COC(=O)C(C)=C1C4(C)C)[C@]5(OC(C)=O)C(O[C@@H]5C[C@@H]2O)O,635.9178173361857,3.461,0.318
219,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)COC(=O)C(C)=C1C4(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,635.9178173361857,3.545,0.377
220,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)COC(=O)C(C)C1C4(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,311.0261452392594,3.655,0.375
221,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)=O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,347.9969453608441,3.304,0.1
222,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,320.2452328942332,3.314,0.141
223,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,320.2452328942332,3.229,0.13
224,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,320.2452328942332,3.993,0.131
225,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,320.2452328942332,3.274,0.153
226,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)O)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,320.2452328942332,3.817,0.201
227,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,115.52917939037401,3.662,0.141
228,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,115.52917939037401,3.458,0.13
229,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,115.52917939037401,4.039,0.131
230,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,115.52917939037401,3.584,0.153
231,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](N)C5=CC=CC=C5)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,115.52917939037401,4.23,0.201
232,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(C(O[C@@H]7C[C@@H]2O)O)O,139.49814845428588,4.005,0.09
233,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7CC2=O)O,139.49814845428588,4.287,0.093
234,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7C[C@@H]2O)O,139.49814845428588,3.878,0.106
235,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7CC2=O)O,139.49814845428588,4.131,0.087
236,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)=O,139.49814845428588,3.993,0.115
237,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)O,139.49814845428588,3.875,0.099
238,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC2=O,139.49814845428588,4.329,0.096
239,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,139.49814845428588,3.976,0.114
240,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,139.49814845428588,4.508,0.15
241,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)CC(N)(C5=CC=CC=C5)O)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,303.30543177692323,3.136,0.12
242,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)CC(N)(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,303.30543177692323,3.178,0.111
243,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)CC(N)(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,303.30543177692323,3.634,0.116
244,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)CC(N)(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,303.30543177692323,3.169,0.132
245,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)=O)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,517.1793389195989,3.424,0.107
246,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)=O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,517.1793389195989,3.267,0.099
247,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)=O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,517.1793389195989,3.777,0.131
248,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)=O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,517.1793389195989,3.398,0.117
249,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)=O)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,517.1793389195989,3.853,0.153
250,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)C6(C(O[C@@H]6C[C@@H]2O)O)O,517.1793389195989,3.514,0.133
251,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)C6(CO[C@@H]6CC2=O)O,517.1793389195989,3.634,0.141
252,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,517.1793389195989,3.321,0.158
253,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6CC2=O)O,517.1793389195989,3.592,0.13
254,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)=O,517.1793389195989,3.644,0.171
255,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,517.1793389195989,3.364,0.146
256,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,517.1793389195989,3.935,0.153
257,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,517.1793389195989,3.43,0.173
258,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,517.1793389195989,3.862,0.225
259,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)C6(C(O[C@@H]6C[C@@H]2O)O)O,554.9527650310472,3.687,0.133
260,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)C6(CO[C@@H]6CC2=O)O,554.9527650310472,3.875,0.141
261,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,554.9527650310472,3.684,0.158
262,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6CC2=O)O,554.9527650310472,3.853,0.13
263,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)=O,554.9527650310472,3.917,0.17
264,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,554.9527650310472,3.567,0.146
265,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,554.9527650310472,4.145,0.153
